X,Y,month,day,FFMC,DMC,DC,ISI,temp,RH,wind,rain,area,log(area+1),nonzero(area)
6.0,4.0,sep,tue,91.0,129.5,692.6,7.0,18.7,43.0,2.7,0.0,103.39,2.018658898,TRUE
9.0,4.0,sep,tue,84.4,73.4,671.9,3.2,24.3,36.0,3.1,0.0,105.66,2.028001579,TRUE
4.0,5.0,sep,sat,92.5,121.1,674.4,8.6,17.7,25.0,3.1,0.0,154.88,2.192790397,TRUE
8.0,6.0,aug,sun,91.4,142.4,601.4,10.6,19.6,41.0,5.8,0.0,196.48,2.295523119,TRUE
2.0,2.0,sep,sat,92.5,121.1,674.4,8.6,18.2,46.0,1.8,0.0,200.94,2.305222352,TRUE
1.0,2.0,sep,tue,91.0,129.5,692.6,7.0,18.8,40.0,2.2,0.0,212.88,2.330170175,TRUE
6.0,5.0,sep,sat,92.5,121.1,674.4,8.6,25.1,27.0,4.0,0.0,1090.84,3.038159001,TRUE
7.0,5.0,apr,sun,81.9,3.0,7.9,3.5,13.4,75.0,1.8,0.0,0.0,0.0,FALSE
6.0,3.0,apr,wed,88.0,17.2,43.5,3.8,15.2,51.0,2.7,0.0,0.0,0.0,FALSE
4.0,4.0,apr,fri,83.0,23.3,85.3,2.3,16.7,20.0,3.1,0.0,0.0,0.0,FALSE
2.0,4.0,aug,sun,94.2,122.3,589.9,12.9,15.4,66.0,4.0,0.0,10.13,1.046495164,TRUE
7.0,4.0,aug,sun,91.8,175.1,700.7,13.8,21.9,73.0,7.6,1.0,0.0,0.0,FALSE
2.0,4.0,aug,sun,91.8,175.1,700.7,13.8,22.4,54.0,7.6,0.0,2.87,0.587710965,TRUE
3.0,4.0,aug,sun,91.8,175.1,700.7,13.8,26.8,38.0,6.3,0.0,0.76,0.245512668,TRUE
5.0,4.0,aug,sun,91.8,175.1,700.7,13.8,25.7,39.0,5.4,0.0,0.09,0.037426498,TRUE
2.0,4.0,aug,wed,92.2,91.6,503.6,9.6,20.7,70.0,2.2,0.0,0.75,0.243038049,TRUE
8.0,6.0,aug,wed,93.1,157.3,666.7,13.5,28.7,28.0,2.7,0.0,0.0,0.0,FALSE
3.0,4.0,aug,wed,93.1,157.3,666.7,13.5,21.7,40.0,0.4,0.0,2.47,0.540329475,TRUE
8.0,5.0,aug,wed,93.1,157.3,666.7,13.5,26.8,25.0,3.1,0.0,0.68,0.225309282,TRUE
8.0,5.0,aug,wed,93.1,157.3,666.7,13.5,24.0,36.0,3.1,0.0,0.24,0.093421685,TRUE
6.0,5.0,aug,wed,93.1,157.3,666.7,13.5,22.1,37.0,3.6,0.0,0.21,0.08278537,TRUE
7.0,4.0,aug,thu,91.9,109.2,565.5,8.0,21.4,38.0,2.7,0.0,1.52,0.401400541,TRUE
6.0,3.0,aug,thu,91.6,138.1,621.7,6.3,18.9,41.0,3.1,0.0,10.34,1.054613055,TRUE
2.0,5.0,aug,thu,87.5,77.0,694.8,5.0,22.3,46.0,4.0,0.0,0.0,0.0,FALSE
8.0,6.0,aug,sat,94.2,117.2,581.1,11.0,23.9,41.0,2.2,0.0,8.02,0.955206538,TRUE
4.0,3.0,aug,sat,94.2,117.2,581.1,11.0,21.4,44.0,2.7,0.0,0.68,0.225309282,TRUE
3.0,4.0,aug,sat,91.8,170.9,692.3,13.7,20.6,59.0,0.9,0.0,0.0,0.0,FALSE
7.0,4.0,aug,sat,91.8,170.9,692.3,13.7,23.7,40.0,1.8,0.0,1.38,0.376576957,TRUE
2.0,4.0,aug,mon,93.6,97.9,542.0,14.4,28.3,32.0,4.0,0.0,8.85,0.99343623,TRUE
3.0,4.0,aug,fri,91.6,112.4,573.0,8.9,11.2,84.0,7.6,0.0,3.3,0.633468456,TRUE
2.0,4.0,aug,fri,91.6,112.4,573.0,8.9,21.4,42.0,3.1,0.0,4.25,0.720159303,TRUE
6.0,3.0,aug,fri,91.1,141.1,629.1,7.1,19.3,39.0,3.6,0.0,1.56,0.408239965,TRUE
4.0,4.0,aug,fri,94.3,167.6,684.4,13.0,21.8,53.0,3.1,0.0,6.54,0.877371346,TRUE
4.0,4.0,aug,tue,93.7,102.2,550.3,14.6,22.1,54.0,7.6,0.0,0.79,0.252853031,TRUE
6.0,5.0,aug,tue,94.3,131.7,607.1,22.7,19.4,55.0,4.0,0.0,0.17,0.068185862,TRUE
2.0,2.0,aug,tue,92.1,152.6,658.2,14.3,23.7,24.0,3.1,0.0,0.0,0.0,FALSE
3.0,4.0,aug,tue,92.1,152.6,658.2,14.3,21.0,32.0,3.1,0.0,0.0,0.0,FALSE
4.0,4.0,aug,tue,92.1,152.6,658.2,14.3,19.1,53.0,2.7,0.0,4.4,0.73239376,TRUE
2.0,2.0,aug,tue,92.1,152.6,658.2,14.3,21.8,56.0,3.1,0.0,0.52,0.181843588,TRUE
8.0,6.0,aug,tue,92.1,152.6,658.2,14.3,20.1,58.0,4.5,0.0,9.27,1.011570444,TRUE
2.0,5.0,aug,tue,92.1,152.6,658.2,14.3,20.2,47.0,4.0,0.0,3.09,0.611723308,TRUE
4.0,6.0,dec,sun,84.4,27.2,353.5,6.8,4.8,57.0,8.5,0.0,8.98,0.999130541,TRUE
8.0,6.0,dec,wed,84.0,27.8,354.6,5.3,5.1,61.0,8.0,0.0,11.19,1.086003706,TRUE
4.0,6.0,dec,thu,84.6,26.4,352.0,2.0,5.1,61.0,4.9,0.0,5.38,0.804820679,TRUE
4.0,4.0,dec,mon,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,17.85,1.275311355,TRUE
3.0,4.0,dec,mon,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,10.73,1.069298012,TRUE
4.0,4.0,dec,mon,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,22.03,1.362293938,TRUE
4.0,4.0,dec,mon,85.4,25.4,349.7,2.6,4.6,21.0,8.5,0.0,9.77,1.032215703,TRUE
4.0,6.0,dec,fri,84.7,26.7,352.6,4.1,2.2,59.0,4.9,0.0,9.27,1.011570444,TRUE
6.0,5.0,dec,tue,85.4,25.4,349.7,2.6,5.1,24.0,8.5,0.0,24.77,1.411114419,TRUE
6.0,3.0,feb,sun,84.9,27.5,353.5,3.4,4.2,51.0,4.0,0.0,0.0,0.0,FALSE
3.0,4.0,feb,wed,86.9,6.6,18.7,3.2,8.8,35.0,3.1,0.0,1.1,0.322219295,TRUE
5.0,4.0,feb,fri,85.2,4.9,15.8,6.3,7.5,46.0,8.0,0.0,24.24,1.402089351,TRUE
2.0,5.0,jul,sun,93.9,169.7,411.8,12.3,23.4,40.0,6.3,0.0,0.0,0.0,FALSE
7.0,6.0,jul,wed,91.2,183.1,437.7,12.5,12.6,90.0,7.6,0.2,0.0,0.0,FALSE
7.0,4.0,jul,sat,91.6,104.2,474.9,9.0,22.1,49.0,2.7,0.0,0.0,0.0,FALSE
7.0,4.0,jul,sat,91.6,104.2,474.9,9.0,24.2,32.0,1.8,0.0,0.0,0.0,FALSE
7.0,4.0,jul,sat,91.6,104.2,474.9,9.0,24.3,30.0,1.8,0.0,0.0,0.0,FALSE
2.0,5.0,jul,sat,91.6,104.2,474.9,9.0,18.7,53.0,1.8,0.0,0.0,0.0,FALSE
9.0,4.0,jul,sat,91.6,104.2,474.9,9.0,25.3,39.0,0.9,0.0,8.0,0.954242509,TRUE
4.0,5.0,jul,fri,91.6,100.2,466.3,6.3,22.9,40.0,1.3,0.0,2.64,0.561101384,TRUE
7.0,6.0,jul,tue,93.1,180.4,430.8,11.0,26.9,28.0,5.4,0.0,86.45,1.941759814,TRUE
8.0,6.0,jul,tue,92.3,88.8,440.9,8.5,17.1,67.0,3.6,0.0,6.57,0.87909588,TRUE
7.0,5.0,jun,sun,93.1,180.4,430.8,11.0,22.2,48.0,1.3,0.0,0.0,0.0,FALSE
6.0,4.0,jun,sun,90.4,89.5,290.8,6.4,14.3,46.0,1.8,0.0,0.9,0.278753601,TRUE
8.0,6.0,jun,sun,90.4,89.5,290.8,6.4,15.4,45.0,2.2,0.0,0.0,0.0,FALSE
8.0,6.0,jun,wed,91.2,147.8,377.2,12.7,19.6,43.0,4.9,0.0,0.0,0.0,FALSE
6.0,5.0,jun,sat,53.4,71.0,233.8,0.4,10.6,90.0,2.7,0.0,0.0,0.0,FALSE
6.0,5.0,jun,mon,90.4,93.3,298.1,7.5,20.7,25.0,4.9,0.0,0.0,0.0,FALSE
6.0,5.0,jun,mon,90.4,93.3,298.1,7.5,19.1,39.0,5.4,0.0,3.52,0.655138435,TRUE
3.0,6.0,jun,fri,91.1,94.1,232.1,7.1,19.2,38.0,4.5,0.0,0.0,0.0,FALSE
3.0,6.0,jun,fri,91.1,94.1,232.1,7.1,19.2,38.0,4.5,0.0,0.0,0.0,FALSE
6.0,5.0,may,sat,85.1,28.0,113.8,3.5,11.3,94.0,4.9,0.0,0.0,0.0,FALSE
1.0,4.0,sep,sun,89.6,84.1,714.3,5.7,19.0,52.0,2.2,0.0,0.0,0.0,FALSE
7.0,4.0,sep,sun,89.6,84.1,714.3,5.7,17.1,53.0,5.4,0.0,0.41,0.149219113,TRUE
3.0,4.0,sep,sun,89.6,84.1,714.3,5.7,23.8,35.0,3.6,0.0,5.18,0.790988475,TRUE
2.0,4.0,sep,sun,92.4,105.8,758.1,9.9,16.0,45.0,1.8,0.0,0.0,0.0,FALSE
2.0,4.0,sep,sun,92.4,105.8,758.1,9.9,24.9,27.0,2.2,0.0,0.0,0.0,FALSE
7.0,4.0,sep,sun,92.4,105.8,758.1,9.9,25.3,27.0,2.7,0.0,0.0,0.0,FALSE
6.0,3.0,sep,sun,92.4,105.8,758.1,9.9,24.8,28.0,1.8,0.0,14.29,1.184407485,TRUE
2.0,4.0,sep,sun,50.4,46.2,706.6,0.4,12.2,78.0,6.3,0.0,0.0,0.0,FALSE
6.0,5.0,sep,wed,92.6,115.4,777.1,8.8,24.3,27.0,4.9,0.0,0.0,0.0,FALSE
4.0,4.0,sep,wed,92.6,115.4,777.1,8.8,19.7,41.0,1.8,0.0,1.58,0.411619706,TRUE
3.0,4.0,sep,wed,91.2,134.7,817.5,7.2,18.5,30.0,2.7,0.0,0.0,0.0,FALSE
4.0,5.0,sep,thu,92.4,96.2,739.4,8.6,18.6,24.0,5.8,0.0,0.0,0.0,FALSE
4.0,4.0,sep,thu,92.4,96.2,739.4,8.6,19.2,24.0,4.9,0.0,3.78,0.679427897,TRUE
6.0,5.0,sep,thu,92.8,119.0,783.5,7.5,21.6,27.0,2.2,0.0,0.0,0.0,FALSE
5.0,4.0,sep,thu,92.8,119.0,783.5,7.5,21.6,28.0,6.3,0.0,4.41,0.733197265,TRUE
6.0,3.0,sep,thu,92.8,119.0,783.5,7.5,18.9,34.0,7.2,0.0,34.36,1.548512256,TRUE
1.0,4.0,sep,thu,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,7.21,0.914343157,TRUE
6.0,5.0,sep,thu,92.8,119.0,783.5,7.5,16.8,28.0,4.0,0.0,1.01,0.303196057,TRUE
3.0,5.0,sep,thu,90.7,136.9,822.8,6.8,12.9,39.0,2.7,0.0,2.18,0.50242712,TRUE
6.0,5.0,sep,thu,88.1,53.3,726.9,5.4,13.7,56.0,1.8,0.0,4.42,0.733999287,TRUE
1.0,4.0,sep,sat,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,0.0,0.0,FALSE
5.0,4.0,sep,sat,92.2,102.3,751.5,8.4,24.1,27.0,3.1,0.0,0.0,0.0,FALSE
6.0,5.0,sep,sat,92.2,102.3,751.5,8.4,21.2,32.0,2.2,0.0,0.0,0.0,FALSE
6.0,5.0,sep,sat,92.2,102.3,751.5,8.4,19.7,35.0,1.8,0.0,0.0,0.0,FALSE
4.0,3.0,sep,sat,92.2,102.3,751.5,8.4,23.5,27.0,4.0,0.0,3.33,0.636487896,TRUE
3.0,3.0,sep,sat,92.2,102.3,751.5,8.4,24.2,27.0,3.1,0.0,6.58,0.879669206,TRUE
7.0,4.0,sep,sat,91.2,124.4,795.3,8.5,21.5,28.0,4.5,0.0,15.64,1.221153322,TRUE
4.0,4.0,sep,sat,91.2,124.4,795.3,8.5,17.1,41.0,2.2,0.0,11.22,1.087071206,TRUE
1.0,4.0,sep,mon,92.1,87.7,721.1,9.5,18.1,54.0,3.1,0.0,2.13,0.495544338,TRUE
2.0,3.0,sep,mon,91.6,108.4,764.0,6.2,18.0,51.0,5.4,0.0,0.0,0.0,FALSE
4.0,3.0,sep,mon,91.6,108.4,764.0,6.2,9.8,86.0,1.8,0.0,0.0,0.0,FALSE
7.0,4.0,sep,mon,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,0.0,0.0,FALSE
6.0,3.0,sep,mon,91.6,108.4,764.0,6.2,23.0,34.0,2.2,0.0,56.04,1.756179517,TRUE
8.0,6.0,sep,mon,91.6,108.4,764.0,6.2,22.7,35.0,2.2,0.0,7.48,0.928395852,TRUE
2.0,4.0,sep,mon,91.6,108.4,764.0,6.2,20.4,41.0,1.8,0.0,1.47,0.392696953,TRUE
2.0,5.0,sep,mon,91.6,108.4,764.0,6.2,19.3,44.0,2.2,0.0,3.93,0.692846919,TRUE
8.0,6.0,sep,mon,91.9,111.7,770.3,6.5,15.7,51.0,2.2,0.0,0.0,0.0,FALSE
6.0,3.0,sep,mon,91.5,130.1,807.1,7.5,20.6,37.0,1.8,0.0,0.0,0.0,FALSE
8.0,6.0,sep,mon,91.5,130.1,807.1,7.5,15.9,51.0,4.5,0.0,2.18,0.50242712,TRUE
6.0,3.0,sep,mon,91.5,130.1,807.1,7.5,12.2,66.0,4.9,0.0,6.1,0.851258349,TRUE
2.0,2.0,sep,mon,91.5,130.1,807.1,7.5,16.8,43.0,3.1,0.0,5.83,0.834420704,TRUE
1.0,4.0,sep,mon,91.5,130.1,807.1,7.5,21.3,35.0,2.2,0.0,28.19,1.465234095,TRUE
5.0,4.0,sep,fri,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,0.0,0.0,FALSE
3.0,4.0,sep,fri,92.1,99.0,745.3,9.6,17.4,57.0,4.5,0.0,0.0,0.0,FALSE
5.0,4.0,sep,fri,92.1,99.0,745.3,9.6,12.8,64.0,3.6,0.0,1.64,0.421603927,TRUE
5.0,4.0,sep,fri,92.1,99.0,745.3,9.6,10.1,75.0,3.6,0.0,3.71,0.673020907,TRUE
4.0,4.0,sep,fri,92.1,99.0,745.3,9.6,15.4,53.0,6.3,0.0,7.31,0.919601024,TRUE
7.0,4.0,sep,fri,92.1,99.0,745.3,9.6,20.6,43.0,3.6,0.0,2.03,0.481442629,TRUE
7.0,4.0,sep,fri,92.1,99.0,745.3,9.6,19.8,47.0,2.7,0.0,1.72,0.434568904,TRUE
7.0,4.0,sep,fri,92.1,99.0,745.3,9.6,18.7,50.0,2.2,0.0,5.97,0.843232778,TRUE
4.0,4.0,sep,fri,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,13.06,1.147985321,TRUE
4.0,4.0,sep,fri,92.1,99.0,745.3,9.6,20.8,35.0,4.9,0.0,1.26,0.354108439,TRUE
6.0,3.0,sep,fri,92.5,122.0,789.7,10.2,15.9,55.0,3.6,0.0,0.0,0.0,FALSE
6.0,3.0,sep,fri,92.5,122.0,789.7,10.2,19.7,39.0,2.7,0.0,0.0,0.0,FALSE
1.0,4.0,sep,fri,92.5,122.0,789.7,10.2,21.1,39.0,2.2,0.0,8.12,0.959994838,TRUE
6.0,5.0,sep,fri,92.5,122.0,789.7,10.2,18.4,42.0,2.2,0.0,1.09,0.320146286,TRUE
4.0,3.0,sep,fri,92.5,122.0,789.7,10.2,17.3,45.0,4.0,0.0,3.94,0.693726949,TRUE
7.0,4.0,sep,fri,88.2,55.2,732.3,11.6,15.2,64.0,3.1,0.0,0.52,0.181843588,TRUE
4.0,3.0,sep,tue,91.9,111.7,770.3,6.5,15.9,53.0,2.2,0.0,2.93,0.59439255,TRUE
6.0,5.0,sep,tue,91.9,111.7,770.3,6.5,21.1,35.0,2.7,0.0,5.65,0.822821645,TRUE
6.0,5.0,sep,tue,91.9,111.7,770.3,6.5,19.6,45.0,3.1,0.0,20.03,1.322839273,TRUE
4.0,5.0,sep,tue,91.1,132.3,812.1,12.5,15.9,38.0,5.4,0.0,1.75,0.439332694,TRUE
4.0,5.0,sep,tue,91.1,132.3,812.1,12.5,16.4,27.0,3.6,0.0,0.0,0.0,FALSE
6.0,5.0,sep,sat,91.2,94.3,744.4,8.4,16.8,47.0,4.9,0.0,12.64,1.13481437,TRUE
4.0,5.0,sep,sun,91.0,276.3,825.1,7.1,13.8,77.0,7.6,0.0,0.0,0.0,FALSE
7.0,4.0,sep,sun,91.0,276.3,825.1,7.1,13.8,77.0,7.6,0.0,11.06,1.081347308,TRUE
3.0,4.0,jul,wed,91.9,133.6,520.5,8.0,14.2,58.0,4.0,0.0,0.0,0.0,FALSE
4.0,5.0,aug,sun,92.0,203.2,664.5,8.1,10.4,75.0,0.9,0.0,0.0,0.0,FALSE
5.0,4.0,aug,thu,94.8,222.4,698.6,13.9,20.3,42.0,2.7,0.0,0.0,0.0,FALSE
6.0,5.0,sep,fri,90.3,290.0,855.3,7.4,10.3,78.0,4.0,0.0,18.3,1.285557309,TRUE
6.0,5.0,sep,sat,91.2,94.3,744.4,8.4,15.4,57.0,4.9,0.0,39.35,1.605843539,TRUE
8.0,6.0,aug,mon,92.1,207.0,672.6,8.2,21.1,54.0,2.2,0.0,0.0,0.0,FALSE
2.0,2.0,aug,sat,93.7,231.1,715.1,8.4,21.9,42.0,2.2,0.0,174.63,2.244598701,TRUE
6.0,5.0,mar,thu,90.9,18.9,30.6,8.0,8.7,51.0,5.8,0.0,0.0,0.0,FALSE
4.0,5.0,jan,sun,18.7,1.1,171.4,0.0,5.2,100.0,0.9,0.0,0.0,0.0,FALSE
5.0,4.0,jul,wed,93.7,101.3,458.8,11.9,19.3,39.0,7.2,0.0,7.73,0.941014244,TRUE
8.0,6.0,aug,thu,90.7,194.1,643.0,6.8,16.2,63.0,2.7,0.0,16.33,1.238798563,TRUE
8.0,6.0,aug,wed,95.2,217.7,690.0,18.0,28.2,29.0,1.8,0.0,5.86,0.836324116,TRUE
9.0,6.0,aug,thu,91.6,248.4,753.8,6.3,20.5,58.0,2.7,0.0,42.87,1.642167634,TRUE
8.0,4.0,aug,sat,91.6,273.8,819.1,7.7,21.3,44.0,4.5,0.0,12.18,1.11991541,TRUE
2.0,4.0,aug,sun,91.6,181.3,613.0,7.6,20.9,50.0,2.2,0.0,16.0,1.230448921,TRUE
3.0,4.0,sep,sun,90.5,96.7,750.5,11.4,20.6,55.0,5.4,0.0,24.59,1.408070286,TRUE
5.0,5.0,mar,thu,90.9,18.9,30.6,8.0,11.6,48.0,5.4,0.0,0.0,0.0,FALSE
6.0,4.0,aug,fri,94.8,227.0,706.7,12.0,23.3,34.0,3.1,0.0,28.74,1.473340964,TRUE
7.0,4.0,aug,fri,94.8,227.0,706.7,12.0,23.3,34.0,3.1,0.0,0.0,0.0,FALSE
7.0,4.0,feb,mon,84.7,9.5,58.3,4.1,7.5,71.0,6.3,0.0,9.96,1.039810554,TRUE
8.0,6.0,sep,fri,91.1,91.3,738.1,7.2,20.7,46.0,2.7,0.0,30.18,1.493876111,TRUE
1.0,3.0,sep,sun,91.0,276.3,825.1,7.1,21.9,43.0,4.0,0.0,70.76,1.85588243,TRUE
2.0,4.0,mar,tue,93.4,15.0,25.6,11.4,15.2,19.0,7.6,0.0,0.0,0.0,FALSE
6.0,5.0,feb,mon,84.1,4.6,46.7,2.2,5.3,68.0,1.8,0.0,0.0,0.0,FALSE
4.0,5.0,feb,sun,85.0,9.0,56.9,3.5,10.1,62.0,1.8,0.0,51.78,1.722469386,TRUE
4.0,3.0,sep,sun,90.5,96.7,750.5,11.4,20.4,55.0,4.9,0.0,3.64,0.666517981,TRUE
5.0,6.0,aug,sun,91.6,181.3,613.0,7.6,24.3,33.0,3.6,0.0,3.63,0.665580991,TRUE
1.0,2.0,aug,sat,93.7,231.1,715.1,8.4,25.9,32.0,3.1,0.0,0.0,0.0,FALSE
9.0,5.0,jun,wed,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,0.0,0.0,FALSE
9.0,5.0,jun,wed,93.3,49.5,297.7,14.0,28.0,34.0,4.5,0.0,8.16,0.961895474,TRUE
3.0,4.0,sep,thu,91.1,88.2,731.7,8.3,22.8,46.0,4.0,0.0,4.95,0.774516966,TRUE
9.0,9.0,aug,fri,94.8,227.0,706.7,12.0,25.0,36.0,4.0,0.0,0.0,0.0,FALSE
8.0,6.0,aug,thu,90.7,194.1,643.0,6.8,21.3,41.0,3.6,0.0,0.0,0.0,FALSE
2.0,4.0,sep,wed,87.9,84.8,725.1,3.7,21.8,34.0,2.2,0.0,6.04,0.847572659,TRUE
2.0,2.0,aug,tue,94.6,212.1,680.9,9.5,27.9,27.0,2.2,0.0,0.0,0.0,FALSE
6.0,5.0,sep,sat,87.1,291.3,860.6,4.0,17.0,67.0,4.9,0.0,3.95,0.694605199,TRUE
4.0,5.0,feb,sat,84.7,8.2,55.0,2.9,14.2,46.0,4.0,0.0,0.0,0.0,FALSE
4.0,3.0,sep,fri,90.3,290.0,855.3,7.4,19.9,44.0,3.1,0.0,7.8,0.944482672,TRUE
1.0,4.0,jul,tue,92.3,96.2,450.2,12.1,23.4,31.0,5.4,0.0,0.0,0.0,FALSE
6.0,3.0,feb,fri,84.1,7.3,52.8,2.7,14.7,42.0,2.7,0.0,0.0,0.0,FALSE
7.0,4.0,feb,fri,84.6,3.2,43.6,3.3,8.2,53.0,9.4,0.0,4.62,0.749736316,TRUE
9.0,4.0,jul,mon,92.3,92.1,442.1,9.8,22.8,27.0,4.5,0.0,1.63,0.419955748,TRUE
7.0,5.0,aug,sat,93.7,231.1,715.1,8.4,26.4,33.0,3.6,0.0,0.0,0.0,FALSE
5.0,4.0,aug,sun,93.6,235.1,723.1,10.1,24.1,50.0,4.0,0.0,0.0,0.0,FALSE
8.0,6.0,aug,thu,94.8,222.4,698.6,13.9,27.5,27.0,4.9,0.0,746.28,2.873483359,TRUE
6.0,3.0,jul,tue,92.7,164.1,575.8,8.9,26.3,39.0,3.1,0.0,7.02,0.904174368,TRUE
6.0,5.0,mar,wed,93.4,17.3,28.3,9.9,13.8,24.0,5.8,0.0,0.0,0.0,FALSE
2.0,4.0,aug,sun,92.0,203.2,664.5,8.1,24.9,42.0,5.4,0.0,2.44,0.536558443,TRUE
2.0,5.0,aug,sun,91.6,181.3,613.0,7.6,24.8,36.0,4.0,0.0,3.05,0.607455023,TRUE
8.0,8.0,aug,wed,91.7,191.4,635.9,7.8,26.2,36.0,4.5,0.0,185.76,2.271283865,TRUE
2.0,4.0,aug,wed,95.2,217.7,690.0,18.0,30.8,19.0,4.5,0.0,0.0,0.0,FALSE
8.0,6.0,jul,sun,88.9,263.1,795.9,5.2,29.3,27.0,3.6,0.0,6.3,0.86332286,TRUE
1.0,3.0,sep,sat,91.2,94.3,744.4,8.4,22.3,48.0,4.0,0.0,0.72,0.235528447,TRUE
8.0,6.0,aug,sat,93.7,231.1,715.1,8.4,26.9,31.0,3.6,0.0,4.96,0.77524626,TRUE
2.0,2.0,aug,thu,91.6,248.4,753.8,6.3,20.4,56.0,2.2,0.0,0.0,0.0,FALSE
8.0,6.0,aug,thu,91.6,248.4,753.8,6.3,20.4,56.0,2.2,0.0,0.0,0.0,FALSE
2.0,4.0,aug,mon,92.1,207.0,672.6,8.2,27.9,33.0,2.2,0.0,2.35,0.525044807,TRUE
1.0,3.0,aug,thu,94.8,222.4,698.6,13.9,26.2,34.0,5.8,0.0,0.0,0.0,FALSE
3.0,4.0,aug,sun,91.6,181.3,613.0,7.6,24.6,44.0,4.0,0.0,3.2,0.62324929,TRUE
7.0,4.0,sep,thu,89.7,287.2,849.3,6.8,19.4,45.0,3.6,0.0,0.0,0.0,FALSE
1.0,3.0,aug,sat,92.1,178.0,605.3,9.6,23.3,40.0,4.0,0.0,6.36,0.866877814,TRUE
8.0,6.0,aug,thu,94.8,222.4,698.6,13.9,23.9,38.0,6.7,0.0,0.0,0.0,FALSE
2.0,4.0,aug,sun,93.6,235.1,723.1,10.1,20.9,66.0,4.9,0.0,15.34,1.213252052,TRUE
1.0,4.0,aug,fri,90.6,269.8,811.2,5.5,22.2,45.0,3.6,0.0,0.0,0.0,FALSE
2.0,5.0,jul,sat,90.8,84.7,376.6,5.6,23.8,51.0,1.8,0.0,0.0,0.0,FALSE
8.0,6.0,aug,mon,92.1,207.0,672.6,8.2,26.8,35.0,1.3,0.0,0.54,0.187520721,TRUE
8.0,6.0,aug,sat,89.4,253.6,768.4,9.7,14.2,73.0,2.7,0.0,0.0,0.0,FALSE
2.0,5.0,aug,sat,93.7,231.1,715.1,8.4,23.6,53.0,4.0,0.0,6.43,0.870988814,TRUE
1.0,3.0,sep,fri,91.1,91.3,738.1,7.2,19.1,46.0,2.2,0.0,0.33,0.123851641,TRUE
5.0,4.0,sep,fri,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,0.0,0.0,FALSE
8.0,6.0,aug,mon,92.1,207.0,672.6,8.2,25.5,29.0,1.8,0.0,1.23,0.348304863,TRUE
6.0,5.0,apr,mon,87.9,24.9,41.6,3.7,10.9,64.0,3.1,0.0,3.35,0.638489257,TRUE
1.0,2.0,jul,fri,90.7,80.9,368.3,16.8,14.8,78.0,8.0,0.0,0.0,0.0,FALSE
2.0,5.0,sep,fri,90.3,290.0,855.3,7.4,16.2,58.0,3.6,0.0,9.96,1.039810554,TRUE
5.0,5.0,aug,sun,94.0,47.9,100.7,10.7,17.3,80.0,4.5,0.0,0.0,0.0,FALSE
6.0,5.0,aug,sun,92.0,203.2,664.5,8.1,19.1,70.0,2.2,0.0,0.0,0.0,FALSE
3.0,4.0,mar,wed,93.4,17.3,28.3,9.9,8.9,35.0,8.0,0.0,0.0,0.0,FALSE
7.0,4.0,sep,wed,89.7,284.9,844.0,10.1,10.5,77.0,4.0,0.0,0.0,0.0,FALSE
7.0,4.0,aug,sun,91.6,181.3,613.0,7.6,19.3,61.0,4.9,0.0,0.0,0.0,FALSE
4.0,5.0,aug,wed,95.2,217.7,690.0,18.0,23.4,49.0,5.4,0.0,6.43,0.870988814,TRUE
1.0,4.0,aug,fri,90.5,196.8,649.9,16.3,11.8,88.0,4.9,0.0,9.71,1.029789471,TRUE
7.0,4.0,aug,mon,91.5,238.2,730.6,7.5,17.7,65.0,4.0,0.0,0.0,0.0,FALSE
4.0,5.0,aug,thu,89.4,266.2,803.3,5.6,17.4,54.0,3.1,0.0,0.0,0.0,FALSE
3.0,4.0,aug,thu,91.6,248.4,753.8,6.3,16.8,56.0,3.1,0.0,0.0,0.0,FALSE
3.0,4.0,jul,mon,94.6,160.0,567.2,16.7,17.9,48.0,2.7,0.0,0.0,0.0,FALSE
2.0,4.0,aug,thu,91.6,248.4,753.8,6.3,16.6,59.0,2.7,0.0,0.0,0.0,FALSE
1.0,4.0,aug,wed,91.7,191.4,635.9,7.8,19.9,50.0,4.0,0.0,82.75,1.922984816,TRUE
8.0,6.0,aug,sat,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,3.32,0.635483747,TRUE
7.0,4.0,aug,sat,91.6,273.8,819.1,7.7,15.5,72.0,8.0,0.0,1.94,0.46834733,TRUE
2.0,5.0,aug,sat,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0,0.0,FALSE
8.0,6.0,aug,sat,93.7,231.1,715.1,8.4,18.9,64.0,4.9,0.0,0.0,0.0,FALSE
1.0,4.0,sep,sun,91.0,276.3,825.1,7.1,14.5,76.0,7.6,0.0,3.71,0.673020907,TRUE
